x,y,kelas
0.20876952,3.146691,0.0
-0.3994939,2.5492814,0.0
-0.06451125,2.0039954,0.0
-0.0050603775,4.1045084,0.0
0.84155077,3.5220582,0.0
-0.8730175,3.1947381,0.0
-1.1836852,0.009515328,0.0
0.8537471,2.4762738,0.0
-0.44805264,3.2140388,0.0
1.1779922,2.625634,0.0
-0.9525633,4.0262985,0.0
1.5705879,3.0590243,0.0
-1.1165745,1.8552679,0.0
0.116395235,2.0664737,0.0
-0.15000059,3.807933,0.0
-0.31117243,3.2272663,0.0
0.63608515,2.6709485,0.0
-1.942614,1.6853273,0.0
0.19872113,3.9647245,0.0
-1.029961,2.6121984,0.0
0.07637668,3.7737732,0.0
1.2020171,4.9411364,0.0
1.575727,4.3674197,0.0
0.6938706,3.574954,0.0
1.0666031,2.9882927,0.0
1.607676,2.227198,0.0
-0.040666882,1.1189997,0.0
-1.1112072,3.2178202,0.0
-0.6719487,1.6692168,0.0
-0.25941584,3.7891262,0.0
-1.283811,3.3669746,0.0
-0.103230596,3.9479191,0.0
0.2649273,1.2567346,0.0
-0.4927172,1.9248956,0.0
2.6296089,4.9629736,0.0
-0.1737532,3.2170603,0.0
-1.4983389,3.0566711,0.0
1.4238521,3.5394683,0.0
1.0827428,3.1852677,0.0
0.9025698,4.4021287,0.0
0.46701652,3.0923238,0.0
-0.30255944,3.0091932,0.0
-1.06718,3.1847782,0.0
-0.09849795,3.1418705,0.0
0.6403278,5.293312,0.0
-0.0095595205,2.9220006,0.0
0.9103644,2.5929465,0.0
2.162947,3.183394,0.0
0.06457788,3.4432814,0.0
-0.94407713,1.9133692,0.0
-0.34906593,3.7313752,0.0
1.7077413,3.047441,0.0
0.22651783,2.337357,0.0
-0.092450984,2.4898922,0.0
-0.8243934,2.4705145,0.0
-1.070853,1.7960535,0.0
0.54807734,1.8899348,0.0
-1.0638497,3.357279,0.0
1.2849996,4.1329217,0.0
-0.010861084,3.2427742,0.0
1.1574467,2.7581153,0.0
0.41917667,3.1356816,0.0
-1.0250746,2.896542,0.0
1.1617806,3.3743937,0.0
-0.8540961,3.2900543,0.0
-0.7024614,3.4271092,0.0
0.23622365,3.5154507,0.0
1.8336146,2.7199419,0.0
1.8646722,3.5696454,0.0
0.6233898,3.289961,0.0
0.42655826,3.3282385,0.0
-1.3000153,2.6440363,0.0
0.5427371,2.3210323,0.0
0.9758218,5.4332547,0.0
0.3163736,4.3345933,0.0
1.7238848,3.8628092,0.0
0.7212206,3.287938,0.0
1.6827934,4.782224,0.0
-0.9230374,2.5344903,0.0
0.64489836,3.3133128,0.0
-0.5870485,1.7008342,0.0
0.18435097,3.2563334,0.0
-0.6375631,3.190339,0.0
0.8685461,4.011561,0.0
-0.37480906,1.9581374,0.0
-2.3066442,3.7631266,0.0
1.7387475,3.2178805,0.0
0.4633344,4.242377,0.0
0.002546346,3.6398995,0.0
0.1346172,3.1156154,0.0
-0.039652392,3.3961892,0.0
1.6400182,4.0145855,0.0
-0.80061585,2.678664,0.0
2.02009,3.6335814,0.0
1.7907592,2.9490795,0.0
-0.74461234,3.20649,0.0
1.0492808,3.202079,0.0
0.7965882,3.9994216,0.0
-1.3886087,2.6459942,0.0
-0.1766341,3.2793577,0.0
-0.0021965378,4.1133623,0.0
0.13232714,3.7600267,0.0
-0.8470541,3.2798188,0.0
-0.3240694,2.5334063,0.0
0.8067437,4.644683,0.0
2.4304407,3.9274998,0.0
0.081275485,1.7341001,0.0
-1.4415038,2.9785123,0.0
0.3419386,3.0056214,0.0
-0.041705374,3.4774103,0.0
0.49122402,3.7053883,0.0
-0.24169433,2.9207854,0.0
-1.4600987,2.321099,0.0
0.38278037,4.1951604,0.0
0.44749054,2.9316323,0.0
-0.5008671,2.3661532,0.0
0.77718586,2.559188,0.0
0.4053635,2.9456875,0.0
0.13514683,4.1468954,0.0
0.44327334,3.4173422,0.0
-0.36549836,2.7979705,0.0
-0.0061694356,3.2351396,0.0
1.1626256,3.859799,0.0
0.4594252,3.8872259,0.0
0.6410127,2.4948711,0.0
-0.19789684,3.2485147,0.0
-0.44547325,2.7519968,0.0
0.1587973,3.0342276,0.0
-0.27342382,2.7812927,0.0
-1.463781,2.3362594,0.0
-1.3335167,2.9850917,0.0
1.3870279,5.2224183,0.0
-0.13959461,2.3711953,0.0
-0.5066272,3.2918584,0.0
-1.2138693,3.1429014,0.0
2.161707,4.657984,0.0
-0.8691318,2.8554525,0.0
-0.86822665,3.6103334,0.0
-0.22762442,3.0416527,0.0
-0.27755418,2.0287712,0.0
-0.8344429,2.5077958,0.0
-0.09934897,3.7431757,0.0
-0.8693454,2.0512779,0.0
-0.46313462,0.59531295,0.0
0.06242657,2.8716514,0.0
0.11375187,2.9145389,0.0
-1.0326741,2.9692745,0.0
0.77660394,2.7334397,0.0
0.52978337,2.1991231,0.0
0.08177798,3.3547852,0.0
-0.16209598,2.8861527,0.0
2.7928104,5.4991217,0.0
-0.9634724,2.2129374,0.0
0.8326125,4.4898987,0.0
-0.35308594,2.8381972,0.0
-1.2610165,2.6223338,0.0
0.97316843,3.3866012,0.0
1.95033,4.527009,0.0
-1.5091318,3.9181478,0.0
0.046119437,3.779931,0.0
-0.46584335,2.0468066,0.0
-0.68691796,2.224746,0.0
-0.16404518,3.119018,0.0
-0.8416033,2.9767103,0.0
-0.19073297,2.657544,0.0
0.13039069,4.1253753,0.0
-1.1438295,1.5017431,0.0
0.42978525,3.426089,0.0
-0.99301547,2.0787861,0.0
0.52787936,3.3340137,0.0
-1.7745913,2.4026346,0.0
-1.3771136,3.4736497,0.0
-0.1878349,3.516046,0.0
0.3200945,2.5170095,0.0
0.08569009,2.5264192,0.0
-1.205703,1.6752294,0.0
0.36243987,3.3414066,0.0
-2.6699135,2.0390978,0.0
-0.60905457,3.2183774,0.0
-0.9660483,1.4717532,0.0
-0.58586615,1.9231198,0.0
-0.33543026,1.6264918,0.0
-2.5826695,0.8875411,0.0
0.08626888,4.05364,0.0
1.2924229,5.235072,0.0
0.36668462,3.902744,0.0
-1.6687443,0.31990734,0.0
-1.118797,3.994475,0.0
0.49459276,3.732367,0.0
2.520603,3.289839,0.0
0.34285486,2.488251,0.0
1.2634226,3.751237,0.0
0.026156757,4.0057387,0.0
-0.14410987,2.3931518,0.0
-0.19219622,1.7660955,0.0
-1.4039096,2.0174263,0.0
-0.7943861,4.0028167,0.0
0.41684937,3.702938,0.0
0.65458536,4.682856,0.0
-0.5627113,3.3656871,0.0
-0.7811755,2.9082649,0.0
-0.7655049,1.7487246,0.0
1.1366206,2.9869,0.0
1.1113517,5.9308443,0.0
0.48677793,3.0181305,0.0
-1.3193916,0.4984332,0.0
0.2492586,0.7270145,0.0
0.3335525,2.2814178,0.0
-1.061124,0.67737055,0.0
-0.30240503,2.6329486,0.0
0.52086586,4.287341,0.0
-0.5830158,3.385526,0.0
0.5812958,2.5584502,0.0
0.75620294,2.717534,0.0
-1.2285206,2.3638685,0.0
1.540228,3.7633228,0.0
0.74767905,4.547913,0.0
-1.2622805,2.4066951,0.0
-0.7660598,3.128476,0.0
-1.2589825,1.5977873,0.0
0.9080655,2.6894326,0.0
0.9093687,4.0467486,0.0
0.24302788,1.4919183,0.0
-0.26108786,2.576152,0.0
1.7958914,3.6693273,0.0
0.4932163,2.4935033,0.0
1.6358032,3.3395157,0.0
0.23628324,3.6191494,0.0
1.743723,3.9156544,0.0
2.3884761,4.202211,0.0
-0.6194645,4.0925097,0.0
-0.17145655,3.6802156,0.0
-1.5680417,2.6338584,0.0
-0.44369906,2.152555,0.0
-0.57071716,3.9968543,0.0
-0.65165216,2.6015058,0.0
0.2505058,3.0331607,0.0
2.018155,4.397577,0.0
-0.09483933,2.8436108,0.0
-1.6866405,2.8110669,0.0
-1.3563354,2.6255884,0.0
-0.50345683,2.1486273,0.0
-0.38733333,2.86386,0.0
-0.08843388,3.310284,0.0
2.0940545,5.917205,0.0
-0.98303914,0.36844692,0.0
0.80777985,4.189403,0.0
0.4915053,3.2106545,0.0
0.95505697,3.7357872,0.0
-0.55429566,3.042997,0.0
-0.6342073,3.28899,0.0
-0.53242165,3.1670682,0.0
1.2480323,3.6755233,0.0
1.2847419,4.3261333,0.0
0.3603296,4.560123,0.0
0.46380422,2.8962047,0.0
-2.1567695,1.8533792,0.0
0.77763444,2.6897829,0.0
0.6402002,4.127974,0.0
-0.29468408,3.1838298,0.0
-0.24491587,2.7867038,0.0
-0.5983931,3.0483012,0.0
-2.334526,2.569016,0.0
-0.2627422,3.550181,0.0
0.102266416,2.436766,0.0
0.15054308,3.2983665,0.0
0.11560472,4.1306047,0.0
0.910312,4.249752,0.0
-0.8940729,2.7382681,0.0
-0.2688448,3.236209,0.0
-0.53848934,4.391293,0.0
0.036055546,5.4113603,0.0
-0.74351513,1.2933149,0.0
-0.8089696,2.1478658,0.0
-1.0241474,2.1095393,0.0
-1.2420475,2.6292439,0.0
1.0131112,3.3010323,0.0
-0.46681464,3.5650465,0.0
0.7900324,3.9667337,0.0
-0.49767658,0.7081003,0.0
-0.3108579,2.4888072,0.0
3.0873218,4.961216,0.0
-0.10041117,3.275137,0.0
-0.85693413,0.91081107,0.0
-0.5382116,1.2436801,0.0
-0.4967165,2.4099464,0.0
0.11778892,3.6922393,0.0
-0.42612347,2.4340413,0.0
-0.42247322,1.6806546,0.0
2.7086415,6.5813475,0.0
-0.7318298,4.048411,0.0
1.1051358,4.1751347,0.0
-0.73801255,2.3251276,0.0
0.1482688,4.1393237,0.0
-0.4281628,3.3205957,0.0
1.3730072,4.3878636,0.0
2.070807,5.6773715,0.0
0.88726413,4.9870577,0.0
1.0553826,3.6206176,0.0
0.6390774,2.951376,0.0
-1.7791073,2.4870777,0.0
0.94802773,2.525718,0.0
-1.3212664,3.4359286,0.0
0.24191362,2.28851,0.0
2.0096967,5.357259,0.0
0.10532285,4.7525845,0.0
-0.6340859,2.58925,0.0
-1.0753115,1.2907393,0.0
-0.61961424,2.6535826,0.0
-0.76241726,3.4207754,0.0
-0.29873765,3.262069,0.0
0.312175,4.477032,0.0
-0.22116473,0.2602485,0.0
-1.1006713,1.3887833,0.0
-0.31938368,3.4424052,0.0
-1.053608,2.9403381,0.0
-1.062657,2.8348339,0.0
1.3988836,3.6274536,0.0
1.5170753,3.0806813,0.0
0.43725774,3.5813713,0.0
1.6025922,4.3096666,0.0
0.19156022,4.546289,0.0
-1.1980509,2.6389453,0.0
2.077227,2.6073768,0.0
0.9716439,3.2914093,0.0
0.5860807,3.8424015,0.0
-0.045901794,3.4085639,0.0
-0.06753392,2.377911,0.0
-0.07675372,3.4162114,0.0
0.8604416,2.3867764,0.0
-0.104767196,2.356808,0.0
-0.52368313,2.7527382,0.0
-0.97655034,1.1606952,0.0
0.17349757,4.019946,0.0
-0.8944501,2.4397974,0.0
-0.87926143,2.2798414,0.0
-0.60505533,3.6037114,0.0
0.49797687,3.338935,0.0
0.5368929,3.2250679,0.0
-0.9314251,1.6763121,0.0
-0.549009,2.5235577,0.0
0.86924714,4.962518,0.0
-1.0098486,1.6794535,0.0
-0.36847377,4.911789,0.0
0.97381866,3.4574006,0.0
-0.05529598,1.7440474,0.0
-0.12649402,2.7086346,0.0
-0.6809251,3.2881215,0.0
-0.07547443,2.3310623,0.0
1.0488997,3.5758524,0.0
-1.561011,2.1758025,0.0
-0.12088016,3.368874,0.0
0.9171608,3.0011775,0.0
0.41329822,2.1312327,0.0
0.10061505,2.955462,0.0
-1.0159512,3.6409042,0.0
-0.38793176,1.4666121,0.0
0.57321835,4.920883,0.0
1.1032778,3.8542192,0.0
-0.8520252,3.2901423,0.0
0.10955696,2.9510639,0.0
-0.28876945,2.5846586,0.0
0.018985825,0.88900876,0.0
-1.0066755,3.6657984,0.0
1.1057489,2.6085632,0.0
-0.31130105,3.184766,0.0
0.69057477,4.059522,0.0
-0.48010078,2.3563855,0.0
-0.6388454,2.1905448,0.0
0.71651196,4.34126,0.0
-1.0271829,1.542409,0.0
0.28412455,3.5999043,0.0
0.35619876,3.157795,0.0
0.73765844,4.58257,0.0
0.39388686,4.2812424,0.0
-0.90787435,2.3212352,0.0
-0.7570367,3.146986,0.0
-0.16941425,1.6244007,0.0
-0.89073765,3.1485217,0.0
-1.637945,2.2455108,0.0
-0.62151426,0.493727,0.0
0.2610294,3.9051611,0.0
0.7246432,2.30155,0.0
-1.8633488,3.7549431,0.0
-0.7616277,2.7148955,0.0
1.1910502,4.394149,0.0
1.2360139,3.8611825,0.0
0.3247637,3.979261,0.0
-0.3927094,4.2021055,0.0
-0.5645793,2.8838694,0.0
1.6861714,3.385661,0.0
0.86579025,2.7665548,0.0
-1.0707544,3.099637,0.0
-0.6105191,3.9085047,0.0
1.4067477,3.8420432,0.0
0.058824714,2.3472729,0.0
-0.17847988,3.1475847,0.0
0.08698048,2.7836962,0.0
-0.04441096,3.9996207,0.0
0.41551682,2.6816378,0.0
-1.3696059,0.99116766,0.0
-0.8435071,3.3963394,0.0
0.29711035,4.241449,0.0
-0.046037864,2.3198926,0.0
1.3147312,2.444799,0.0
2.3809197,3.8575273,0.0
-3.0086823,0.702608,0.0
-0.62144816,1.3837373,0.0
0.38725603,2.4404218,0.0
0.07238933,2.9829285,0.0
0.39296156,1.1979829,0.0
0.8356666,3.0890408,0.0
-0.16402876,1.969013,0.0
1.9049989,4.0747395,0.0
-0.6094248,1.6739113,0.0
-0.25029084,1.8854083,0.0
-0.8067488,2.3802476,0.0
0.95937544,2.3650727,0.0
-0.108076006,3.5773554,0.0
-0.9798706,3.5464597,0.0
2.1804128,3.2344038,0.0
1.2786016,4.164534,0.0
0.6934068,3.6161792,0.0
-0.7877234,2.832777,0.0
-1.474587,3.6465843,0.0
0.7774428,2.6523135,0.0
1.0324916,2.757786,0.0
0.28563172,2.9925945,0.0
-1.0116827,3.6299522,0.0
-0.7925769,3.4723234,0.0
0.26536286,4.3247886,0.0
-0.37854508,3.4339316,0.0
0.02153094,2.0597336,0.0
-0.8523802,2.7485507,0.0
-0.94892794,2.7642248,0.0
0.8750557,3.7462804,0.0
0.5213225,1.8239197,0.0
0.831436,3.4023588,0.0
0.76990455,1.5409981,0.0
-0.54538715,2.1672363,0.0
-0.5405605,2.6796758,0.0
-2.646905,1.898844,0.0
0.43210283,4.186611,0.0
-0.3387734,1.6746085,0.0
0.6296932,4.103543,0.0
1.1798259,4.135108,0.0
-0.74463934,3.156873,0.0
-0.9199871,1.6578821,0.0
0.73642987,4.4274697,0.0
1.2368141,2.995503,0.0
-1.0360293,3.0494404,0.0
0.14880049,3.8750978,0.0
0.5865413,3.7448792,0.0
1.0777029,3.713688,0.0
-0.19562511,3.8645642,0.0
-0.78057784,2.5302165,0.0
-1.3321079,2.5290515,0.0
0.60852677,2.5666187,0.0
1.534597,4.520752,0.0
1.2078913,3.4075336,0.0
0.068351656,2.463425,0.0
-0.6949711,2.31997,0.0
0.84810853,2.636202,0.0
0.22454637,1.347609,0.0
0.6699416,3.8755283,0.0
-1.4970505,3.050912,0.0
-0.9156932,2.7630618,0.0
-0.119455375,2.908282,0.0
0.14092974,3.1121027,0.0
1.8206569,3.9763193,0.0
1.0733595,4.544864,0.0
0.7313514,3.9652076,0.0
0.7955394,3.817809,0.0
-0.44869477,2.68578,0.0
-0.7358954,2.351634,0.0
0.1386873,2.3397741,0.0
-1.3814695,1.039371,0.0
-0.47060567,2.394314,0.0
-0.18456353,2.9385333,0.0
-0.46522406,2.9272788,0.0
-1.0353453,4.0937824,0.0
-1.6004038,2.457794,0.0
0.22934859,4.5438623,0.0
-0.16806282,2.2742453,0.0
2.1167312,4.53508,0.0
0.2529556,4.12686,0.0
1.8125825,3.5668616,0.0
-0.019895101,1.9503479,0.0
-0.85278046,2.1332061,0.0
0.9325963,2.4276175,0.0
0.76736474,2.7765212,0.0
0.08247079,3.7257838,0.0
-0.031189835,1.6548953,0.0
0.050108537,2.5977042,0.0
-0.78148556,3.0728211,0.0
1.2986168,4.0079136,0.0
0.29194862,3.1505275,0.0
-0.49084863,3.1234307,0.0
-0.9696557,3.6994393,0.0
-0.47484004,3.8719218,0.0
0.3299238,3.7381463,0.0
-0.3926619,2.3547778,0.0
0.7167454,3.1770232,0.0
0.10077124,3.4043193,0.0
-1.2440478,1.6207755,0.0
-0.9232221,3.4252973,0.0
2.0535164,4.6282654,0.0
-0.049104266,3.6027062,0.0
0.7004149,3.8939276,0.0
0.45777813,3.1370912,0.0
0.5820281,4.2629414,0.0
-1.0406191,3.785024,0.0
0.5558541,3.9076493,0.0
0.6519385,3.481973,0.0
-0.82300633,2.0282347,0.0
-0.363032,2.8141742,0.0
0.59547704,4.655753,0.0
-0.19542843,2.6201541,0.0
-0.33382523,2.2696264,0.0
1.1067268,5.080175,0.0
-1.4810517,3.7172847,0.0
-0.3177578,3.2378588,0.0
-1.4301404,4.3870225,0.0
0.55762476,3.7024572,0.0
1.2190303,3.1884801,0.0
-0.12797078,2.5801153,0.0
0.95459634,3.4004273,0.0
-1.0816319,1.8757797,0.0
1.062023,4.406417,0.0
1.8229454,4.97079,0.0
-0.44528252,3.0082324,0.0
0.81546515,5.7450557,0.0
1.1742936,3.504901,0.0
1.2339702,4.5406957,0.0
-0.031509187,3.9285057,0.0
0.72902644,2.8415473,0.0
-0.24874374,3.8839178,0.0
-0.9796174,2.1219866,0.0
0.65935135,4.258262,0.0
0.21436252,2.1430852,0.0
-0.7177644,1.9484463,0.0
0.35107926,3.1014366,0.0
-0.55959123,2.575531,0.0
-0.7435665,2.6940928,0.0
-1.4471613,2.6222725,0.0
-0.52880555,2.8569417,0.0
-0.46850047,2.2089624,0.0
0.5238046,3.4741333,0.0
-0.89927655,4.0861998,0.0
-0.87139434,2.632055,0.0
1.0500685,3.0153756,0.0
-0.69415843,3.479054,0.0
-0.110672764,3.3577967,0.0
-0.22384001,3.5496223,0.0
-0.8093208,1.5282638,0.0
-0.8126024,3.2458503,0.0
-1.0626408,2.4038024,0.0
-1.3676866,2.570885,0.0
0.7377958,4.8782253,0.0
-1.1676763,1.2909775,0.0
-0.69352335,3.3802025,0.0
-0.9567976,3.62668,0.0
1.3140533,3.2086573,0.0
-1.3212196,2.5409038,0.0
0.08990365,2.8675706,0.0
-0.050945584,3.906141,0.0
-0.4899049,2.7476046,0.0
0.6466368,2.227947,0.0
1.1252878,2.5371456,0.0
0.021520576,3.8104172,0.0
0.035069797,3.598937,0.0
-0.28689504,3.0932372,0.0
0.63109994,4.8299274,0.0
-0.44967735,1.8548933,0.0
1.5949981,2.51693,0.0
-2.2632973,0.8158725,0.0
-1.1565816,2.8896112,0.0
1.9515345,3.5353827,0.0
-0.43035734,2.8779101,0.0
-0.24651767,2.7212775,0.0
-0.3866931,2.950061,0.0
1.1692246,5.040021,0.0
0.44750243,2.4546099,0.0
0.080375,2.3869758,0.0
-0.98596287,3.7097058,0.0
0.33116624,3.091856,0.0
-0.7828232,3.7379313,0.0
-0.42437974,2.9339836,0.0
0.07771942,3.8700578,0.0
-0.20406836,2.6491253,0.0
-0.3519609,2.5678952,0.0
2.066262,3.9241502,0.0
1.3545172,4.3241415,0.0
-1.7961267,2.7714946,0.0
-0.17854035,2.3521657,0.0
0.722696,2.354695,0.0
-0.301265,3.2465386,0.0
-0.42744878,0.8147114,0.0
-0.7816574,2.620757,0.0
1.1571522,3.9481635,0.0
-1.1341505,1.0676234,0.0
1.6527551,3.950763,0.0
0.4558854,3.0742943,0.0
2.3486192,2.7304914,0.0
0.30397055,2.9996266,0.0
0.14882979,2.6708033,0.0
-0.21115653,3.7842457,0.0
1.2859927,4.921465,0.0
-0.05396715,3.005248,0.0
-0.5648355,3.0663025,0.0
0.23008871,2.2561445,0.0
0.122916736,3.4463844,0.0
0.33574742,2.9594278,0.0
0.78227586,1.9811686,0.0
-1.8864259,3.6259212,0.0
0.33977997,2.7467587,0.0
-0.38876477,2.8678112,0.0
-1.7740049,2.9140122,0.0
0.46797222,4.665848,0.0
-0.3506768,4.0278516,0.0
-0.09335047,3.707207,0.0
0.3456789,3.5446885,0.0
0.7101138,4.1041183,0.0
-0.7508382,2.1648366,0.0
0.032628085,4.0629616,0.0
1.3449323,2.1604779,0.0
-1.8479705,3.670722,0.0
-0.36424395,3.0446882,0.0
0.37855467,3.9466932,0.0
1.2143573,4.165209,0.0
0.6274594,3.1893158,0.0
-0.48396727,2.816166,0.0
0.7882113,4.079879,0.0
-0.6542247,2.9913595,0.0
1.3398206,4.2355165,0.0
-0.112122044,2.3399248,0.0
-2.5052652,2.7499874,0.0
-1.0103087,4.263511,0.0
0.007258395,3.336067,0.0
-1.3338706,3.9747758,0.0
1.4275895,4.170197,0.0
-0.8002691,2.051949,0.0
0.29077938,2.8324053,0.0
2.323698,3.6567023,0.0
0.066978835,2.1651752,0.0
-0.8455804,1.6877978,0.0
-1.282191,1.6638017,0.0
0.72411865,3.222651,0.0
-0.3593945,3.9176068,0.0
-1.174271,2.356441,0.0
-1.2914494,3.1464977,0.0
-0.18541229,2.4594123,0.0
1.6893711,4.5332227,0.0
0.7091884,2.071211,0.0
-0.7640587,3.0195324,0.0
-0.32662976,3.5995398,0.0
-0.14204374,4.3336105,0.0
0.19444945,3.6284103,0.0
0.4063606,3.48633,0.0
0.8765285,3.0818334,0.0
-0.43835774,3.5189288,0.0
-0.55536354,2.3897808,0.0
0.06794826,2.978056,0.0
0.0015534393,2.3041992,0.0
0.9254052,4.236808,0.0
0.5882409,4.1263747,0.0
0.035116225,3.2776995,0.0
0.43598983,2.247626,0.0
-0.30224192,2.8355782,0.0
1.5521133,4.616648,0.0
